module,scope,algorithm,setting,metric,value,result_status
D6,partition and background sensitivity,maxnet,A: Random-kFold + Global BG | L | 3,delta.AICc,175.352434858547,reproduced_adapted
D6,partition and background sensitivity,maxnet,A: Random-kFold + Global BG | LQ | 3,delta.AICc,113.599857811031,reproduced_adapted
D6,partition and background sensitivity,maxnet,B: Block + Global BG | L | 0.5,delta.AICc,174.291334332158,reproduced_adapted
D6,partition and background sensitivity,maxnet,B: Block + Global BG | LQ | 0.5,delta.AICc,0,reproduced_adapted
D6,partition and background sensitivity,maxnet,B: Block + Global BG | L | 1,delta.AICc,174.327889750693,reproduced_adapted
D6,partition and background sensitivity,maxnet,B: Block + Global BG | LQ | 1,delta.AICc,23.8143653790075,reproduced_adapted
D6,partition and background sensitivity,maxnet,B: Block + Global BG | L | 2,delta.AICc,174.663730682562,reproduced_adapted
D6,partition and background sensitivity,maxnet,B: Block + Global BG | LQ | 2,delta.AICc,71.1655113421903,reproduced_adapted
D6,partition and background sensitivity,maxnet,B: Block + Global BG | L | 3,delta.AICc,175.352434858547,reproduced_adapted
D6,partition and background sensitivity,maxnet,B: Block + Global BG | LQ | 3,delta.AICc,113.599857811031,reproduced_adapted
D6,partition and background sensitivity,maxnet,C: Block + Buffered BG | L | 0.5,delta.AICc,167.157932791895,reproduced_adapted
D6,partition and background sensitivity,maxnet,C: Block + Buffered BG | LQ | 0.5,delta.AICc,0,reproduced_adapted
D6,partition and background sensitivity,maxnet,C: Block + Buffered BG | L | 1,delta.AICc,166.844697521077,reproduced_adapted
D6,partition and background sensitivity,maxnet,C: Block + Buffered BG | LQ | 1,delta.AICc,32.2816141969888,reproduced_adapted
D6,partition and background sensitivity,maxnet,C: Block + Buffered BG | L | 2,delta.AICc,166.869018367727,reproduced_adapted
D6,partition and background sensitivity,maxnet,C: Block + Buffered BG | LQ | 2,delta.AICc,77.9730513878685,reproduced_adapted
D6,partition and background sensitivity,maxnet,C: Block + Buffered BG | L | 3,delta.AICc,164.946925621412,reproduced_adapted
D6,partition and background sensitivity,maxnet,C: Block + Buffered BG | LQ | 3,delta.AICc,127.457508913462,reproduced_adapted
D6,partition and background sensitivity,maxnet,A: Random-kFold + Global BG | L | 0.5,ncoef,6,reproduced_adapted
D6,partition and background sensitivity,maxnet,A: Random-kFold + Global BG | LQ | 0.5,ncoef,12,reproduced_adapted
D6,partition and background sensitivity,maxnet,A: Random-kFold + Global BG | L | 1,ncoef,6,reproduced_adapted
D6,partition and background sensitivity,maxnet,A: Random-kFold + Global BG | LQ | 1,ncoef,12,reproduced_adapted
D6,partition and background sensitivity,maxnet,A: Random-kFold + Global BG | L | 2,ncoef,6,reproduced_adapted
D6,partition and background sensitivity,maxnet,A: Random-kFold + Global BG | LQ | 2,ncoef,8,reproduced_adapted
D6,partition and background sensitivity,maxnet,A: Random-kFold + Global BG | L | 3,ncoef,6,reproduced_adapted
D6,partition and background sensitivity,maxnet,A: Random-kFold + Global BG | LQ | 3,ncoef,8,reproduced_adapted
D6,partition and background sensitivity,maxnet,B: Block + Global BG | L | 0.5,ncoef,6,reproduced_adapted
D6,partition and background sensitivity,maxnet,B: Block + Global BG | LQ | 0.5,ncoef,12,reproduced_adapted
D6,partition and background sensitivity,maxnet,B: Block + Global BG | L | 1,ncoef,6,reproduced_adapted
D6,partition and background sensitivity,maxnet,B: Block + Global BG | LQ | 1,ncoef,12,reproduced_adapted
D6,partition and background sensitivity,maxnet,B: Block + Global BG | L | 2,ncoef,6,reproduced_adapted
D6,partition and background sensitivity,maxnet,B: Block + Global BG | LQ | 2,ncoef,8,reproduced_adapted
D6,partition and background sensitivity,maxnet,B: Block + Global BG | L | 3,ncoef,6,reproduced_adapted
D6,partition and background sensitivity,maxnet,B: Block + Global BG | LQ | 3,ncoef,8,reproduced_adapted
D6,partition and background sensitivity,maxnet,C: Block + Buffered BG | L | 0.5,ncoef,6,reproduced_adapted
D6,partition and background sensitivity,maxnet,C: Block + Buffered BG | LQ | 0.5,ncoef,10,reproduced_adapted
D6,partition and background sensitivity,maxnet,C: Block + Buffered BG | L | 1,ncoef,6,reproduced_adapted
D6,partition and background sensitivity,maxnet,C: Block + Buffered BG | LQ | 1,ncoef,10,reproduced_adapted
D6,partition and background sensitivity,maxnet,C: Block + Buffered BG | L | 2,ncoef,6,reproduced_adapted
D6,partition and background sensitivity,maxnet,C: Block + Buffered BG | LQ | 2,ncoef,9,reproduced_adapted
D6,partition and background sensitivity,maxnet,C: Block + Buffered BG | L | 3,ncoef,5,reproduced_adapted
D6,partition and background sensitivity,maxnet,C: Block + Buffered BG | LQ | 3,ncoef,8,reproduced_adapted
D14,calibration | RUN1,DNN,Periparus.ater_allData_RUN1_DNN,Rsquared,0.586,reproduced_adapted
D14,calibration | RUN1,DNN,Periparus.ater_allData_RUN1_DNN,Rsquared_aj,0.583,reproduced_adapted
D14,calibration | RUN1,DNN,Periparus.ater_allData_RUN1_DNN,RMSE,1.512,reproduced_adapted
D14,calibration | RUN1,GBM,Periparus.ater_allData_RUN1_GBM,Rsquared,0.772,reproduced_adapted
D14,calibration | RUN1,GBM,Periparus.ater_allData_RUN1_GBM,Rsquared_aj,0.77,reproduced_adapted
D14,calibration | RUN1,GBM,Periparus.ater_allData_RUN1_GBM,RMSE,1.237,reproduced_adapted
D14,calibration | RUN1,GLM,Periparus.ater_allData_RUN1_GLM,Rsquared,0.553,reproduced_adapted
D14,calibration | RUN1,GLM,Periparus.ater_allData_RUN1_GLM,Rsquared_aj,0.55,reproduced_adapted
D14,calibration | RUN1,GLM,Periparus.ater_allData_RUN1_GLM,RMSE,1.594,reproduced_adapted
D14,calibration | RUN1,MARS,Periparus.ater_allData_RUN1_MARS,Rsquared,0.59,reproduced_adapted
D14,calibration | RUN1,MARS,Periparus.ater_allData_RUN1_MARS,Rsquared_aj,0.587,reproduced_adapted
D14,calibration | RUN1,MARS,Periparus.ater_allData_RUN1_MARS,RMSE,1.529,reproduced_adapted
D14,calibration | RUN1,RF,Periparus.ater_allData_RUN1_RF,Rsquared,0.908,reproduced_adapted
D14,calibration | RUN1,RF,Periparus.ater_allData_RUN1_RF,Rsquared_aj,0.907,reproduced_adapted
D14,calibration | RUN1,RF,Periparus.ater_allData_RUN1_RF,RMSE,0.784,reproduced_adapted
D14,calibration | RUN1,XGBOOST,Periparus.ater_allData_RUN1_XGBOOST,Rsquared,0.624,reproduced_adapted
D14,calibration | RUN1,XGBOOST,Periparus.ater_allData_RUN1_XGBOOST,Rsquared_aj,0.621,reproduced_adapted
D14,calibration | RUN1,XGBOOST,Periparus.ater_allData_RUN1_XGBOOST,RMSE,1.5,reproduced_adapted
D14,calibration | RUN2,DNN,Periparus.ater_allData_RUN2_DNN,Rsquared,0.593,reproduced_adapted
D14,calibration | RUN2,DNN,Periparus.ater_allData_RUN2_DNN,Rsquared_aj,0.59,reproduced_adapted
D14,calibration | RUN2,DNN,Periparus.ater_allData_RUN2_DNN,RMSE,1.832,reproduced_adapted
D14,calibration | RUN2,GBM,Periparus.ater_allData_RUN2_GBM,Rsquared,0.788,reproduced_adapted
D14,calibration | RUN2,GBM,Periparus.ater_allData_RUN2_GBM,Rsquared_aj,0.787,reproduced_adapted
D14,calibration | RUN2,GBM,Periparus.ater_allData_RUN2_GBM,RMSE,1.487,reproduced_adapted
D14,calibration | RUN2,GLM,Periparus.ater_allData_RUN2_GLM,Rsquared,0.603,reproduced_adapted
D14,calibration | RUN2,GLM,Periparus.ater_allData_RUN2_GLM,Rsquared_aj,0.6,reproduced_adapted
D14,calibration | RUN2,GLM,Periparus.ater_allData_RUN2_GLM,RMSE,1.825,reproduced_adapted
D14,calibration | RUN2,MARS,Periparus.ater_allData_RUN2_MARS,Rsquared,0.68,reproduced_adapted
D14,calibration | RUN2,MARS,Periparus.ater_allData_RUN2_MARS,Rsquared_aj,0.678,reproduced_adapted
D14,calibration | RUN2,MARS,Periparus.ater_allData_RUN2_MARS,RMSE,1.647,reproduced_adapted
D14,calibration | RUN2,RF,Periparus.ater_allData_RUN2_RF,Rsquared,0.912,reproduced_adapted
D14,calibration | RUN2,RF,Periparus.ater_allData_RUN2_RF,Rsquared_aj,0.911,reproduced_adapted
D14,calibration | RUN2,RF,Periparus.ater_allData_RUN2_RF,RMSE,0.96,reproduced_adapted
D14,calibration | RUN2,XGBOOST,Periparus.ater_allData_RUN2_XGBOOST,Rsquared,0.615,reproduced_adapted
D14,calibration | RUN2,XGBOOST,Periparus.ater_allData_RUN2_XGBOOST,Rsquared_aj,0.613,reproduced_adapted
D14,calibration | RUN2,XGBOOST,Periparus.ater_allData_RUN2_XGBOOST,RMSE,1.855,reproduced_adapted
D14,calibration | RUN3,DNN,Periparus.ater_allData_RUN3_DNN,Rsquared,0.672,reproduced_adapted
D14,calibration | RUN3,DNN,Periparus.ater_allData_RUN3_DNN,Rsquared_aj,0.668,reproduced_adapted
D14,calibration | RUN3,DNN,Periparus.ater_allData_RUN3_DNN,RMSE,2.285,reproduced_adapted
D14,calibration | RUN3,GBM,Periparus.ater_allData_RUN3_GBM,Rsquared,0.8,reproduced_adapted
D14,calibration | RUN3,GBM,Periparus.ater_allData_RUN3_GBM,Rsquared_aj,0.797,reproduced_adapted
D14,calibration | RUN3,GBM,Periparus.ater_allData_RUN3_GBM,RMSE,2.05,reproduced_adapted
D14,calibration | RUN3,GLM,Periparus.ater_allData_RUN3_GLM,Rsquared,0.567,reproduced_adapted
D14,calibration | RUN3,GLM,Periparus.ater_allData_RUN3_GLM,Rsquared_aj,0.562,reproduced_adapted
D14,calibration | RUN3,GLM,Periparus.ater_allData_RUN3_GLM,RMSE,2.636,reproduced_adapted
D14,calibration | RUN3,MARS,Periparus.ater_allData_RUN3_MARS,Rsquared,0.61,reproduced_adapted
D14,calibration | RUN3,MARS,Periparus.ater_allData_RUN3_MARS,Rsquared_aj,0.605,reproduced_adapted
D14,calibration | RUN3,MARS,Periparus.ater_allData_RUN3_MARS,RMSE,2.504,reproduced_adapted
D14,calibration | RUN3,RF,Periparus.ater_allData_RUN3_RF,Rsquared,0.909,reproduced_adapted
D14,calibration | RUN3,RF,Periparus.ater_allData_RUN3_RF,Rsquared_aj,0.908,reproduced_adapted
D14,calibration | RUN3,RF,Periparus.ater_allData_RUN3_RF,RMSE,1.359,reproduced_adapted
D14,calibration | RUN3,XGBOOST,Periparus.ater_allData_RUN3_XGBOOST,Rsquared,0.624,reproduced_adapted
D14,calibration | RUN3,XGBOOST,Periparus.ater_allData_RUN3_XGBOOST,Rsquared_aj,0.62,reproduced_adapted
D14,calibration | RUN3,XGBOOST,Periparus.ater_allData_RUN3_XGBOOST,RMSE,2.533,reproduced_adapted
D14,calibration | RUN4,DNN,Periparus.ater_allData_RUN4_DNN,Rsquared,0.616,reproduced_adapted
D14,calibration | RUN4,DNN,Periparus.ater_allData_RUN4_DNN,Rsquared_aj,0.613,reproduced_adapted
D14,calibration | RUN4,DNN,Periparus.ater_allData_RUN4_DNN,RMSE,1.928,reproduced_adapted
D14,calibration | RUN4,GBM,Periparus.ater_allData_RUN4_GBM,Rsquared,0.803,reproduced_adapted
D14,calibration | RUN4,GBM,Periparus.ater_allData_RUN4_GBM,Rsquared_aj,0.802,reproduced_adapted
D14,calibration | RUN4,GBM,Periparus.ater_allData_RUN4_GBM,RMSE,1.567,reproduced_adapted
D14,calibration | RUN4,GLM,Periparus.ater_allData_RUN4_GLM,Rsquared,0.004,reproduced_adapted
D14,calibration | RUN4,GLM,Periparus.ater_allData_RUN4_GLM,Rsquared_aj,-0.004,reproduced_adapted
D14,calibration | RUN4,GLM,Periparus.ater_allData_RUN4_GLM,RMSE,49605941614017.7,reproduced_adapted
D14,calibration | RUN4,MARS,Periparus.ater_allData_RUN4_MARS,Rsquared,0.643,reproduced_adapted
D14,calibration | RUN4,MARS,Periparus.ater_allData_RUN4_MARS,Rsquared_aj,0.641,reproduced_adapted
D14,calibration | RUN4,MARS,Periparus.ater_allData_RUN4_MARS,RMSE,1.874,reproduced_adapted
D14,calibration | RUN4,RF,Periparus.ater_allData_RUN4_RF,Rsquared,0.903,reproduced_adapted
D14,calibration | RUN4,RF,Periparus.ater_allData_RUN4_RF,Rsquared_aj,0.903,reproduced_adapted
D14,calibration | RUN4,RF,Periparus.ater_allData_RUN4_RF,RMSE,1.054,reproduced_adapted
D14,calibration | RUN4,XGBOOST,Periparus.ater_allData_RUN4_XGBOOST,Rsquared,0.627,reproduced_adapted
D14,calibration | RUN4,XGBOOST,Periparus.ater_allData_RUN4_XGBOOST,Rsquared_aj,0.625,reproduced_adapted
D14,calibration | RUN4,XGBOOST,Periparus.ater_allData_RUN4_XGBOOST,RMSE,1.961,reproduced_adapted
D14,validation | RUN1,DNN,Periparus.ater_allData_RUN1_DNN,Rsquared,0.531,reproduced_adapted
D14,validation | RUN1,DNN,Periparus.ater_allData_RUN1_DNN,Rsquared_aj,0.514,reproduced_adapted
D14,validation | RUN1,DNN,Periparus.ater_allData_RUN1_DNN,RMSE,3.738,reproduced_adapted
D14,validation | RUN1,GBM,Periparus.ater_allData_RUN1_GBM,Rsquared,0.454,reproduced_adapted
D14,validation | RUN1,GBM,Periparus.ater_allData_RUN1_GBM,Rsquared_aj,0.435,reproduced_adapted
D14,validation | RUN1,GBM,Periparus.ater_allData_RUN1_GBM,RMSE,3.996,reproduced_adapted
D14,validation | RUN1,GLM,Periparus.ater_allData_RUN1_GLM,Rsquared,0.59,reproduced_adapted
D14,validation | RUN1,GLM,Periparus.ater_allData_RUN1_GLM,Rsquared_aj,0.576,reproduced_adapted
D14,validation | RUN1,GLM,Periparus.ater_allData_RUN1_GLM,RMSE,3.562,reproduced_adapted
D14,validation | RUN1,MARS,Periparus.ater_allData_RUN1_MARS,Rsquared,0.483,reproduced_adapted
D14,validation | RUN1,MARS,Periparus.ater_allData_RUN1_MARS,Rsquared_aj,0.465,reproduced_adapted
D14,validation | RUN1,MARS,Periparus.ater_allData_RUN1_MARS,RMSE,3.756,reproduced_adapted
D14,validation | RUN1,RF,Periparus.ater_allData_RUN1_RF,Rsquared,0.518,reproduced_adapted
D14,validation | RUN1,RF,Periparus.ater_allData_RUN1_RF,Rsquared_aj,0.501,reproduced_adapted
D14,validation | RUN1,RF,Periparus.ater_allData_RUN1_RF,RMSE,3.757,reproduced_adapted
D14,validation | RUN1,XGBOOST,Periparus.ater_allData_RUN1_XGBOOST,Rsquared,0.453,reproduced_adapted
D14,validation | RUN1,XGBOOST,Periparus.ater_allData_RUN1_XGBOOST,Rsquared_aj,0.434,reproduced_adapted
D14,validation | RUN1,XGBOOST,Periparus.ater_allData_RUN1_XGBOOST,RMSE,3.924,reproduced_adapted
D14,validation | RUN2,DNN,Periparus.ater_allData_RUN2_DNN,Rsquared,0.514,reproduced_adapted
D14,validation | RUN2,DNN,Periparus.ater_allData_RUN2_DNN,Rsquared_aj,0.486,reproduced_adapted
D14,validation | RUN2,DNN,Periparus.ater_allData_RUN2_DNN,RMSE,3.067,reproduced_adapted
D14,validation | RUN2,GBM,Periparus.ater_allData_RUN2_GBM,Rsquared,0.518,reproduced_adapted
D14,validation | RUN2,GBM,Periparus.ater_allData_RUN2_GBM,Rsquared_aj,0.49,reproduced_adapted
D14,validation | RUN2,GBM,Periparus.ater_allData_RUN2_GBM,RMSE,2.614,reproduced_adapted
D14,validation | RUN2,GLM,Periparus.ater_allData_RUN2_GLM,Rsquared,0.458,reproduced_adapted
D14,validation | RUN2,GLM,Periparus.ater_allData_RUN2_GLM,Rsquared_aj,0.426,reproduced_adapted
D14,validation | RUN2,GLM,Periparus.ater_allData_RUN2_GLM,RMSE,2.986,reproduced_adapted
D14,validation | RUN2,MARS,Periparus.ater_allData_RUN2_MARS,Rsquared,0.324,reproduced_adapted
D14,validation | RUN2,MARS,Periparus.ater_allData_RUN2_MARS,Rsquared_aj,0.285,reproduced_adapted
D14,validation | RUN2,MARS,Periparus.ater_allData_RUN2_MARS,RMSE,3.288,reproduced_adapted
D14,validation | RUN2,RF,Periparus.ater_allData_RUN2_RF,Rsquared,0.543,reproduced_adapted
D14,validation | RUN2,RF,Periparus.ater_allData_RUN2_RF,Rsquared_aj,0.517,reproduced_adapted
D14,validation | RUN2,RF,Periparus.ater_allData_RUN2_RF,RMSE,2.621,reproduced_adapted
D14,validation | RUN2,XGBOOST,Periparus.ater_allData_RUN2_XGBOOST,Rsquared,0.537,reproduced_adapted
D14,validation | RUN2,XGBOOST,Periparus.ater_allData_RUN2_XGBOOST,Rsquared_aj,0.51,reproduced_adapted
D14,validation | RUN2,XGBOOST,Periparus.ater_allData_RUN2_XGBOOST,RMSE,2.78,reproduced_adapted
D14,validation | RUN3,DNN,Periparus.ater_allData_RUN3_DNN,Rsquared,0.238,reproduced_adapted
D14,validation | RUN3,DNN,Periparus.ater_allData_RUN3_DNN,Rsquared_aj,0.229,reproduced_adapted
D14,validation | RUN3,DNN,Periparus.ater_allData_RUN3_DNN,RMSE,1.459,reproduced_adapted
D14,validation | RUN3,GBM,Periparus.ater_allData_RUN3_GBM,Rsquared,0.192,reproduced_adapted
D14,validation | RUN3,GBM,Periparus.ater_allData_RUN3_GBM,Rsquared_aj,0.183,reproduced_adapted
D14,validation | RUN3,GBM,Periparus.ater_allData_RUN3_GBM,RMSE,1.495,reproduced_adapted
D14,validation | RUN3,GLM,Periparus.ater_allData_RUN3_GLM,Rsquared,0.303,reproduced_adapted
D14,validation | RUN3,GLM,Periparus.ater_allData_RUN3_GLM,Rsquared_aj,0.295,reproduced_adapted
D14,validation | RUN3,GLM,Periparus.ater_allData_RUN3_GLM,RMSE,1.327,reproduced_adapted
D14,validation | RUN3,MARS,Periparus.ater_allData_RUN3_MARS,Rsquared,0.217,reproduced_adapted
D14,validation | RUN3,MARS,Periparus.ater_allData_RUN3_MARS,Rsquared_aj,0.208,reproduced_adapted
D14,validation | RUN3,MARS,Periparus.ater_allData_RUN3_MARS,RMSE,1.421,reproduced_adapted
D14,validation | RUN3,RF,Periparus.ater_allData_RUN3_RF,Rsquared,0.179,reproduced_adapted
D14,validation | RUN3,RF,Periparus.ater_allData_RUN3_RF,Rsquared_aj,0.169,reproduced_adapted
D14,validation | RUN3,RF,Periparus.ater_allData_RUN3_RF,RMSE,1.396,reproduced_adapted
D14,validation | RUN3,XGBOOST,Periparus.ater_allData_RUN3_XGBOOST,Rsquared,0.074,reproduced_adapted
D14,validation | RUN3,XGBOOST,Periparus.ater_allData_RUN3_XGBOOST,Rsquared_aj,0.063,reproduced_adapted
D14,validation | RUN3,XGBOOST,Periparus.ater_allData_RUN3_XGBOOST,RMSE,1.966,reproduced_adapted
D14,validation | RUN4,DNN,Periparus.ater_allData_RUN4_DNN,Rsquared,0.481,reproduced_adapted
D14,validation | RUN4,DNN,Periparus.ater_allData_RUN4_DNN,Rsquared_aj,0.463,reproduced_adapted
D14,validation | RUN4,DNN,Periparus.ater_allData_RUN4_DNN,RMSE,2.076,reproduced_adapted
D14,validation | RUN4,GBM,Periparus.ater_allData_RUN4_GBM,Rsquared,0.479,reproduced_adapted
D14,validation | RUN4,GBM,Periparus.ater_allData_RUN4_GBM,Rsquared_aj,0.461,reproduced_adapted
D14,validation | RUN4,GBM,Periparus.ater_allData_RUN4_GBM,RMSE,1.973,reproduced_adapted
D14,validation | RUN4,GLM,Periparus.ater_allData_RUN4_GLM,Rsquared,0.005,reproduced_adapted
D14,validation | RUN4,GLM,Periparus.ater_allData_RUN4_GLM,Rsquared_aj,-0.03,reproduced_adapted
D14,validation | RUN4,GLM,Periparus.ater_allData_RUN4_GLM,RMSE,11329505874.221,reproduced_adapted
D14,validation | RUN4,MARS,Periparus.ater_allData_RUN4_MARS,Rsquared,0.406,reproduced_adapted
D14,validation | RUN4,MARS,Periparus.ater_allData_RUN4_MARS,Rsquared_aj,0.385,reproduced_adapted
D14,validation | RUN4,MARS,Periparus.ater_allData_RUN4_MARS,RMSE,2.261,reproduced_adapted
D14,validation | RUN4,RF,Periparus.ater_allData_RUN4_RF,Rsquared,0.502,reproduced_adapted
D14,validation | RUN4,RF,Periparus.ater_allData_RUN4_RF,Rsquared_aj,0.484,reproduced_adapted
D14,validation | RUN4,RF,Periparus.ater_allData_RUN4_RF,RMSE,2.018,reproduced_adapted
D14,validation | RUN4,XGBOOST,Periparus.ater_allData_RUN4_XGBOOST,Rsquared,0.449,reproduced_adapted
D14,validation | RUN4,XGBOOST,Periparus.ater_allData_RUN4_XGBOOST,Rsquared_aj,0.429,reproduced_adapted
D14,validation | RUN4,XGBOOST,Periparus.ater_allData_RUN4_XGBOOST,RMSE,2.12,reproduced_adapted
D14,evaluation | RUN1,DNN,Periparus.ater_allData_RUN1_DNN,Rsquared,0.492,reproduced_adapted
D14,evaluation | RUN1,DNN,Periparus.ater_allData_RUN1_DNN,Rsquared_aj,0.489,reproduced_adapted
D14,evaluation | RUN1,DNN,Periparus.ater_allData_RUN1_DNN,RMSE,2.702,reproduced_adapted
D14,evaluation | RUN1,GBM,Periparus.ater_allData_RUN1_GBM,Rsquared,0.497,reproduced_adapted
D14,evaluation | RUN1,GBM,Periparus.ater_allData_RUN1_GBM,Rsquared_aj,0.494,reproduced_adapted
D14,evaluation | RUN1,GBM,Periparus.ater_allData_RUN1_GBM,RMSE,2.789,reproduced_adapted
D14,evaluation | RUN1,GLM,Periparus.ater_allData_RUN1_GLM,Rsquared,0.244,reproduced_adapted
D14,evaluation | RUN1,GLM,Periparus.ater_allData_RUN1_GLM,Rsquared_aj,0.239,reproduced_adapted
D14,evaluation | RUN1,GLM,Periparus.ater_allData_RUN1_GLM,RMSE,3.358,reproduced_adapted
D14,evaluation | RUN1,MARS,Periparus.ater_allData_RUN1_MARS,Rsquared,0.415,reproduced_adapted
D14,evaluation | RUN1,MARS,Periparus.ater_allData_RUN1_MARS,Rsquared_aj,0.411,reproduced_adapted
D14,evaluation | RUN1,MARS,Periparus.ater_allData_RUN1_MARS,RMSE,2.859,reproduced_adapted
D14,evaluation | RUN1,RF,Periparus.ater_allData_RUN1_RF,Rsquared,0.534,reproduced_adapted
D14,evaluation | RUN1,RF,Periparus.ater_allData_RUN1_RF,Rsquared_aj,0.532,reproduced_adapted
D14,evaluation | RUN1,RF,Periparus.ater_allData_RUN1_RF,RMSE,2.631,reproduced_adapted
D14,evaluation | RUN1,XGBOOST,Periparus.ater_allData_RUN1_XGBOOST,Rsquared,0.459,reproduced_adapted
D14,evaluation | RUN1,XGBOOST,Periparus.ater_allData_RUN1_XGBOOST,Rsquared_aj,0.456,reproduced_adapted
D14,evaluation | RUN1,XGBOOST,Periparus.ater_allData_RUN1_XGBOOST,RMSE,2.825,reproduced_adapted
D14,evaluation | RUN2,DNN,Periparus.ater_allData_RUN2_DNN,Rsquared,0.515,reproduced_adapted
D14,evaluation | RUN2,DNN,Periparus.ater_allData_RUN2_DNN,Rsquared_aj,0.512,reproduced_adapted
D14,evaluation | RUN2,DNN,Periparus.ater_allData_RUN2_DNN,RMSE,2.597,reproduced_adapted
D14,evaluation | RUN2,GBM,Periparus.ater_allData_RUN2_GBM,Rsquared,0.583,reproduced_adapted
D14,evaluation | RUN2,GBM,Periparus.ater_allData_RUN2_GBM,Rsquared_aj,0.58,reproduced_adapted
D14,evaluation | RUN2,GBM,Periparus.ater_allData_RUN2_GBM,RMSE,2.531,reproduced_adapted
D14,evaluation | RUN2,GLM,Periparus.ater_allData_RUN2_GLM,Rsquared,0.361,reproduced_adapted
D14,evaluation | RUN2,GLM,Periparus.ater_allData_RUN2_GLM,Rsquared_aj,0.357,reproduced_adapted
D14,evaluation | RUN2,GLM,Periparus.ater_allData_RUN2_GLM,RMSE,3.027,reproduced_adapted
D14,evaluation | RUN2,MARS,Periparus.ater_allData_RUN2_MARS,Rsquared,0.413,reproduced_adapted
D14,evaluation | RUN2,MARS,Periparus.ater_allData_RUN2_MARS,Rsquared_aj,0.41,reproduced_adapted
D14,evaluation | RUN2,MARS,Periparus.ater_allData_RUN2_MARS,RMSE,2.856,reproduced_adapted
D14,evaluation | RUN2,RF,Periparus.ater_allData_RUN2_RF,Rsquared,0.623,reproduced_adapted
D14,evaluation | RUN2,RF,Periparus.ater_allData_RUN2_RF,Rsquared_aj,0.62,reproduced_adapted
D14,evaluation | RUN2,RF,Periparus.ater_allData_RUN2_RF,RMSE,2.342,reproduced_adapted
D14,evaluation | RUN2,XGBOOST,Periparus.ater_allData_RUN2_XGBOOST,Rsquared,0.542,reproduced_adapted
D14,evaluation | RUN2,XGBOOST,Periparus.ater_allData_RUN2_XGBOOST,Rsquared_aj,0.539,reproduced_adapted
D14,evaluation | RUN2,XGBOOST,Periparus.ater_allData_RUN2_XGBOOST,RMSE,2.604,reproduced_adapted
D14,evaluation | RUN3,DNN,Periparus.ater_allData_RUN3_DNN,Rsquared,0.483,reproduced_adapted
D14,evaluation | RUN3,DNN,Periparus.ater_allData_RUN3_DNN,Rsquared_aj,0.48,reproduced_adapted
D14,evaluation | RUN3,DNN,Periparus.ater_allData_RUN3_DNN,RMSE,2.693,reproduced_adapted
D14,evaluation | RUN3,GBM,Periparus.ater_allData_RUN3_GBM,Rsquared,0.565,reproduced_adapted
D14,evaluation | RUN3,GBM,Periparus.ater_allData_RUN3_GBM,Rsquared_aj,0.563,reproduced_adapted
D14,evaluation | RUN3,GBM,Periparus.ater_allData_RUN3_GBM,RMSE,2.673,reproduced_adapted
D14,evaluation | RUN3,GLM,Periparus.ater_allData_RUN3_GLM,Rsquared,0.471,reproduced_adapted
D14,evaluation | RUN3,GLM,Periparus.ater_allData_RUN3_GLM,Rsquared_aj,0.467,reproduced_adapted
D14,evaluation | RUN3,GLM,Periparus.ater_allData_RUN3_GLM,RMSE,2.753,reproduced_adapted
D14,evaluation | RUN3,MARS,Periparus.ater_allData_RUN3_MARS,Rsquared,0.506,reproduced_adapted
D14,evaluation | RUN3,MARS,Periparus.ater_allData_RUN3_MARS,Rsquared_aj,0.503,reproduced_adapted
D14,evaluation | RUN3,MARS,Periparus.ater_allData_RUN3_MARS,RMSE,2.662,reproduced_adapted
D14,evaluation | RUN3,RF,Periparus.ater_allData_RUN3_RF,Rsquared,0.578,reproduced_adapted
D14,evaluation | RUN3,RF,Periparus.ater_allData_RUN3_RF,Rsquared_aj,0.576,reproduced_adapted
D14,evaluation | RUN3,RF,Periparus.ater_allData_RUN3_RF,RMSE,2.502,reproduced_adapted
D14,evaluation | RUN3,XGBOOST,Periparus.ater_allData_RUN3_XGBOOST,Rsquared,0.422,reproduced_adapted
D14,evaluation | RUN3,XGBOOST,Periparus.ater_allData_RUN3_XGBOOST,Rsquared_aj,0.419,reproduced_adapted
D14,evaluation | RUN3,XGBOOST,Periparus.ater_allData_RUN3_XGBOOST,RMSE,2.986,reproduced_adapted
D14,evaluation | RUN4,DNN,Periparus.ater_allData_RUN4_DNN,Rsquared,0.533,reproduced_adapted
D14,evaluation | RUN4,DNN,Periparus.ater_allData_RUN4_DNN,Rsquared_aj,0.531,reproduced_adapted
D14,evaluation | RUN4,DNN,Periparus.ater_allData_RUN4_DNN,RMSE,2.552,reproduced_adapted
D14,evaluation | RUN4,GBM,Periparus.ater_allData_RUN4_GBM,Rsquared,0.581,reproduced_adapted
D14,evaluation | RUN4,GBM,Periparus.ater_allData_RUN4_GBM,Rsquared_aj,0.578,reproduced_adapted
D14,evaluation | RUN4,GBM,Periparus.ater_allData_RUN4_GBM,RMSE,2.547,reproduced_adapted
D14,evaluation | RUN4,GLM,Periparus.ater_allData_RUN4_GLM,Rsquared,0.001,reproduced_adapted
D14,evaluation | RUN4,GLM,Periparus.ater_allData_RUN4_GLM,Rsquared_aj,-0.005,reproduced_adapted
D14,evaluation | RUN4,GLM,Periparus.ater_allData_RUN4_GLM,RMSE,23499172777213.3,reproduced_adapted
