module,scope,algorithm,setting,metric,value,result_status
D14,evaluation | RUN4,MARS,Periparus.ater_allData_RUN4_MARS,Rsquared,0.51,reproduced_adapted
D14,evaluation | RUN4,MARS,Periparus.ater_allData_RUN4_MARS,Rsquared_aj,0.507,reproduced_adapted
D14,evaluation | RUN4,MARS,Periparus.ater_allData_RUN4_MARS,RMSE,2.643,reproduced_adapted
D14,evaluation | RUN4,RF,Periparus.ater_allData_RUN4_RF,Rsquared,0.574,reproduced_adapted
D14,evaluation | RUN4,RF,Periparus.ater_allData_RUN4_RF,Rsquared_aj,0.571,reproduced_adapted
D14,evaluation | RUN4,RF,Periparus.ater_allData_RUN4_RF,RMSE,2.473,reproduced_adapted
D14,evaluation | RUN4,XGBOOST,Periparus.ater_allData_RUN4_XGBOOST,Rsquared,0.535,reproduced_adapted
D14,evaluation | RUN4,XGBOOST,Periparus.ater_allData_RUN4_XGBOOST,Rsquared_aj,0.532,reproduced_adapted
D14,evaluation | RUN4,XGBOOST,Periparus.ater_allData_RUN4_XGBOOST,RMSE,2.626,reproduced_adapted
D15,expert-filtered presences; global background; random 5-fold,maxnet,L | 0.1,auc.train,0.993072540983606,reproduced_adapted
D15,expert-filtered presences; global background; random 5-fold,maxnet,Q | 0.1,auc.train,0.992870081967213,reproduced_adapted
D15,expert-filtered presences; global background; random 5-fold,maxnet,P | 0.1,auc.train,0.99883606557377,reproduced_adapted
D15,expert-filtered presences; global background; random 5-fold,maxnet,LQ | 0.1,auc.train,0.998755737704918,reproduced_adapted
D15,expert-filtered presences; global background; random 5-fold,maxnet,QP | 0.1,auc.train,0.998859016393443,reproduced_adapted
D15,expert-filtered presences; global background; random 5-fold,maxnet,L | 1,auc.train,0.991230327868852,reproduced_adapted
D15,expert-filtered presences; global background; random 5-fold,maxnet,Q | 1,auc.train,0.989595081967213,reproduced_adapted
D15,expert-filtered presences; global background; random 5-fold,maxnet,P | 1,auc.train,0.99735737704918,reproduced_adapted
D15,expert-filtered presences; global background; random 5-fold,maxnet,LQ | 1,auc.train,0.99610737704918,reproduced_adapted
D15,expert-filtered presences; global background; random 5-fold,maxnet,QP | 1,auc.train,0.997422540983607,reproduced_adapted
D15,expert-filtered presences; global background; random 5-fold,maxnet,L | 10,auc.train,0.978541393442623,reproduced_adapted
D15,expert-filtered presences; global background; random 5-fold,maxnet,Q | 10,auc.train,0.972425819672131,reproduced_adapted
D15,expert-filtered presences; global background; random 5-fold,maxnet,P | 10,auc.train,0.991775,reproduced_adapted
D15,expert-filtered presences; global background; random 5-fold,maxnet,LQ | 10,auc.train,0.990715983606557,reproduced_adapted
D15,expert-filtered presences; global background; random 5-fold,maxnet,QP | 10,auc.train,0.991775,reproduced_adapted
D15,expert-filtered presences; global background; random 5-fold,maxnet,L | 0.1,auc.val.avg,0.990660633333333,reproduced_adapted
D15,expert-filtered presences; global background; random 5-fold,maxnet,Q | 0.1,auc.val.avg,0.991888166666667,reproduced_adapted
D15,expert-filtered presences; global background; random 5-fold,maxnet,P | 0.1,auc.val.avg,0.998412133333333,reproduced_adapted
D15,expert-filtered presences; global background; random 5-fold,maxnet,LQ | 0.1,auc.val.avg,0.998454333333333,reproduced_adapted
D15,expert-filtered presences; global background; random 5-fold,maxnet,QP | 0.1,auc.val.avg,0.998489,reproduced_adapted
D15,expert-filtered presences; global background; random 5-fold,maxnet,L | 1,auc.val.avg,0.990576266666667,reproduced_adapted
D15,expert-filtered presences; global background; random 5-fold,maxnet,Q | 1,auc.val.avg,0.988851766666667,reproduced_adapted
D15,expert-filtered presences; global background; random 5-fold,maxnet,P | 1,auc.val.avg,0.996775166666667,reproduced_adapted
D15,expert-filtered presences; global background; random 5-fold,maxnet,LQ | 1,auc.val.avg,0.9957545,reproduced_adapted
D15,expert-filtered presences; global background; random 5-fold,maxnet,QP | 1,auc.val.avg,0.9969563,reproduced_adapted
D15,expert-filtered presences; global background; random 5-fold,maxnet,L | 10,auc.val.avg,0.978236866666667,reproduced_adapted
D15,expert-filtered presences; global background; random 5-fold,maxnet,Q | 10,auc.val.avg,0.971788733333333,reproduced_adapted
D15,expert-filtered presences; global background; random 5-fold,maxnet,P | 10,auc.val.avg,0.991776566666667,reproduced_adapted
D15,expert-filtered presences; global background; random 5-fold,maxnet,LQ | 10,auc.val.avg,0.9903805,reproduced_adapted
D15,expert-filtered presences; global background; random 5-fold,maxnet,QP | 10,auc.val.avg,0.991776566666667,reproduced_adapted
D15,expert-filtered presences; global background; random 5-fold,maxnet,L | 0.1,auc.diff.avg,0.00490188833017742,reproduced_adapted
D15,expert-filtered presences; global background; random 5-fold,maxnet,Q | 0.1,auc.diff.avg,0.00452715533347363,reproduced_adapted
D15,expert-filtered presences; global background; random 5-fold,maxnet,P | 0.1,auc.diff.avg,0.000739128676625311,reproduced_adapted
D15,expert-filtered presences; global background; random 5-fold,maxnet,LQ | 0.1,auc.diff.avg,0.000709322266638623,reproduced_adapted
D15,expert-filtered presences; global background; random 5-fold,maxnet,QP | 0.1,auc.diff.avg,0.000667281997335012,reproduced_adapted
D15,expert-filtered presences; global background; random 5-fold,maxnet,L | 1,auc.diff.avg,0.00271706690511253,reproduced_adapted
D15,expert-filtered presences; global background; random 5-fold,maxnet,Q | 1,auc.diff.avg,0.0054511421067396,reproduced_adapted
D15,expert-filtered presences; global background; random 5-fold,maxnet,P | 1,auc.diff.avg,0.0013078225050845,reproduced_adapted
D15,expert-filtered presences; global background; random 5-fold,maxnet,LQ | 1,auc.diff.avg,0.00186139257311171,reproduced_adapted
D15,expert-filtered presences; global background; random 5-fold,maxnet,QP | 1,auc.diff.avg,0.00124541150852091,reproduced_adapted
D15,expert-filtered presences; global background; random 5-fold,maxnet,L | 10,auc.diff.avg,0.00235940593309492,reproduced_adapted
D15,expert-filtered presences; global background; random 5-fold,maxnet,Q | 10,auc.diff.avg,0.00338637256469598,reproduced_adapted
D15,expert-filtered presences; global background; random 5-fold,maxnet,P | 10,auc.diff.avg,0.00246638023003014,reproduced_adapted
D15,expert-filtered presences; global background; random 5-fold,maxnet,LQ | 10,auc.diff.avg,0.00160979337260676,reproduced_adapted
D15,expert-filtered presences; global background; random 5-fold,maxnet,QP | 10,auc.diff.avg,0.00246638023003014,reproduced_adapted
D15,expert-filtered presences; global background; random 5-fold,maxnet,L | 0.1,cbi.val.avg,0.8864,reproduced_adapted
D15,expert-filtered presences; global background; random 5-fold,maxnet,Q | 0.1,cbi.val.avg,0.838,reproduced_adapted
D15,expert-filtered presences; global background; random 5-fold,maxnet,P | 0.1,cbi.val.avg,0.9008,reproduced_adapted
D15,expert-filtered presences; global background; random 5-fold,maxnet,LQ | 0.1,cbi.val.avg,0.9294,reproduced_adapted
D15,expert-filtered presences; global background; random 5-fold,maxnet,QP | 0.1,cbi.val.avg,0.9062,reproduced_adapted
D15,expert-filtered presences; global background; random 5-fold,maxnet,L | 1,cbi.val.avg,0.8596,reproduced_adapted
D15,expert-filtered presences; global background; random 5-fold,maxnet,Q | 1,cbi.val.avg,0.8734,reproduced_adapted
D15,expert-filtered presences; global background; random 5-fold,maxnet,P | 1,cbi.val.avg,0.8338,reproduced_adapted
D15,expert-filtered presences; global background; random 5-fold,maxnet,LQ | 1,cbi.val.avg,0.8614,reproduced_adapted
D15,expert-filtered presences; global background; random 5-fold,maxnet,QP | 1,cbi.val.avg,0.902,reproduced_adapted
D15,expert-filtered presences; global background; random 5-fold,maxnet,L | 10,cbi.val.avg,0.8646,reproduced_adapted
D15,expert-filtered presences; global background; random 5-fold,maxnet,Q | 10,cbi.val.avg,0.8078,reproduced_adapted
D15,expert-filtered presences; global background; random 5-fold,maxnet,P | 10,cbi.val.avg,0.8418,reproduced_adapted
D15,expert-filtered presences; global background; random 5-fold,maxnet,LQ | 10,cbi.val.avg,0.9468,reproduced_adapted
D15,expert-filtered presences; global background; random 5-fold,maxnet,QP | 10,cbi.val.avg,0.8418,reproduced_adapted
D15,expert-filtered presences; global background; random 5-fold,maxnet,L | 0.1,or.10p.avg,0.122666666666667,reproduced_adapted
D15,expert-filtered presences; global background; random 5-fold,maxnet,Q | 0.1,or.10p.avg,0.114,reproduced_adapted
D15,expert-filtered presences; global background; random 5-fold,maxnet,P | 0.1,or.10p.avg,0.122333333333333,reproduced_adapted
D15,expert-filtered presences; global background; random 5-fold,maxnet,LQ | 0.1,or.10p.avg,0.122666666666667,reproduced_adapted
D15,expert-filtered presences; global background; random 5-fold,maxnet,QP | 0.1,or.10p.avg,0.138666666666667,reproduced_adapted
D15,expert-filtered presences; global background; random 5-fold,maxnet,L | 1,or.10p.avg,0.123333333333333,reproduced_adapted
D15,expert-filtered presences; global background; random 5-fold,maxnet,Q | 1,or.10p.avg,0.123,reproduced_adapted
D15,expert-filtered presences; global background; random 5-fold,maxnet,P | 1,or.10p.avg,0.122333333333333,reproduced_adapted
D15,expert-filtered presences; global background; random 5-fold,maxnet,LQ | 1,or.10p.avg,0.106,reproduced_adapted
D15,expert-filtered presences; global background; random 5-fold,maxnet,QP | 1,or.10p.avg,0.114,reproduced_adapted
D15,expert-filtered presences; global background; random 5-fold,maxnet,L | 10,or.10p.avg,0.106333333333333,reproduced_adapted
D15,expert-filtered presences; global background; random 5-fold,maxnet,Q | 10,or.10p.avg,0.098,reproduced_adapted
D15,expert-filtered presences; global background; random 5-fold,maxnet,P | 10,or.10p.avg,0.107,reproduced_adapted
D15,expert-filtered presences; global background; random 5-fold,maxnet,LQ | 10,or.10p.avg,0.098,reproduced_adapted
D15,expert-filtered presences; global background; random 5-fold,maxnet,QP | 10,or.10p.avg,0.107,reproduced_adapted
D15,expert-filtered presences; global background; random 5-fold,maxnet,L | 0.1,AICc,2875.87146069615,reproduced_adapted
D15,expert-filtered presences; global background; random 5-fold,maxnet,Q | 0.1,AICc,2878.80623282265,reproduced_adapted
D15,expert-filtered presences; global background; random 5-fold,maxnet,P | 0.1,AICc,2204.19695993839,reproduced_adapted
D15,expert-filtered presences; global background; random 5-fold,maxnet,LQ | 0.1,AICc,2070.27183872138,reproduced_adapted
D15,expert-filtered presences; global background; random 5-fold,maxnet,QP | 0.1,AICc,2250.75084813472,reproduced_adapted
D15,expert-filtered presences; global background; random 5-fold,maxnet,L | 1,AICc,2702.99307836741,reproduced_adapted
D15,expert-filtered presences; global background; random 5-fold,maxnet,Q | 1,AICc,2907.39474486708,reproduced_adapted
D15,expert-filtered presences; global background; random 5-fold,maxnet,P | 1,AICc,2229.15384269577,reproduced_adapted
D15,expert-filtered presences; global background; random 5-fold,maxnet,LQ | 1,AICc,2222.99309634463,reproduced_adapted
D15,expert-filtered presences; global background; random 5-fold,maxnet,QP | 1,AICc,2205.52495924518,reproduced_adapted
D15,expert-filtered presences; global background; random 5-fold,maxnet,L | 10,AICc,2761.24672481437,reproduced_adapted
D15,expert-filtered presences; global background; random 5-fold,maxnet,Q | 10,AICc,2723.05532826116,reproduced_adapted
D15,expert-filtered presences; global background; random 5-fold,maxnet,P | 10,AICc,2468.68604380491,reproduced_adapted
D15,expert-filtered presences; global background; random 5-fold,maxnet,LQ | 10,AICc,2561.90663059755,reproduced_adapted
D15,expert-filtered presences; global background; random 5-fold,maxnet,QP | 10,AICc,2468.68604380491,reproduced_adapted
D15,expert-filtered presences; global background; random 5-fold,maxnet,L | 0.1,delta.AICc,805.599621974769,reproduced_adapted
D15,expert-filtered presences; global background; random 5-fold,maxnet,Q | 0.1,delta.AICc,808.534394101261,reproduced_adapted
D15,expert-filtered presences; global background; random 5-fold,maxnet,P | 0.1,delta.AICc,133.925121217005,reproduced_adapted
D15,expert-filtered presences; global background; random 5-fold,maxnet,LQ | 0.1,delta.AICc,0,reproduced_adapted
D15,expert-filtered presences; global background; random 5-fold,maxnet,QP | 0.1,delta.AICc,180.47900941333,reproduced_adapted
D15,expert-filtered presences; global background; random 5-fold,maxnet,L | 1,delta.AICc,632.72123964603,reproduced_adapted
D15,expert-filtered presences; global background; random 5-fold,maxnet,Q | 1,delta.AICc,837.122906145691,reproduced_adapted
D15,expert-filtered presences; global background; random 5-fold,maxnet,P | 1,delta.AICc,158.882003974384,reproduced_adapted
D15,expert-filtered presences; global background; random 5-fold,maxnet,LQ | 1,delta.AICc,152.72125762324,reproduced_adapted
D15,expert-filtered presences; global background; random 5-fold,maxnet,QP | 1,delta.AICc,135.253120523798,reproduced_adapted
D15,expert-filtered presences; global background; random 5-fold,maxnet,L | 10,delta.AICc,690.974886092987,reproduced_adapted
D15,expert-filtered presences; global background; random 5-fold,maxnet,Q | 10,delta.AICc,652.783489539777,reproduced_adapted
D15,expert-filtered presences; global background; random 5-fold,maxnet,P | 10,delta.AICc,398.414205083523,reproduced_adapted
D15,expert-filtered presences; global background; random 5-fold,maxnet,LQ | 10,delta.AICc,491.63479187617,reproduced_adapted
D15,expert-filtered presences; global background; random 5-fold,maxnet,QP | 10,delta.AICc,398.414205083523,reproduced_adapted
D15,expert-filtered presences; global background; random 5-fold,maxnet,L | 0.1,ncoef,17,reproduced_adapted
D15,expert-filtered presences; global background; random 5-fold,maxnet,Q | 0.1,ncoef,15,reproduced_adapted
D15,expert-filtered presences; global background; random 5-fold,maxnet,P | 0.1,ncoef,56,reproduced_adapted
D15,expert-filtered presences; global background; random 5-fold,maxnet,LQ | 0.1,ncoef,26,reproduced_adapted
D15,expert-filtered presences; global background; random 5-fold,maxnet,QP | 0.1,ncoef,62,reproduced_adapted
D15,expert-filtered presences; global background; random 5-fold,maxnet,L | 1,ncoef,13,reproduced_adapted
D15,expert-filtered presences; global background; random 5-fold,maxnet,Q | 1,ncoef,12,reproduced_adapted
D15,expert-filtered presences; global background; random 5-fold,maxnet,P | 1,ncoef,23,reproduced_adapted
D15,expert-filtered presences; global background; random 5-fold,maxnet,LQ | 1,ncoef,18,reproduced_adapted
D15,expert-filtered presences; global background; random 5-fold,maxnet,QP | 1,ncoef,21,reproduced_adapted
D15,expert-filtered presences; global background; random 5-fold,maxnet,L | 10,ncoef,7,reproduced_adapted
D15,expert-filtered presences; global background; random 5-fold,maxnet,Q | 10,ncoef,6,reproduced_adapted
D15,expert-filtered presences; global background; random 5-fold,maxnet,P | 10,ncoef,9,reproduced_adapted
D15,expert-filtered presences; global background; random 5-fold,maxnet,LQ | 10,ncoef,9,reproduced_adapted
D15,expert-filtered presences; global background; random 5-fold,maxnet,QP | 10,ncoef,9,reproduced_adapted
dispersalENM,virtual species spatial block tuning,maxnet,L | 1,auc.train,0.924412666666667,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,Q | 1,auc.train,0.923315,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,P | 1,auc.train,0.910338,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,LQ | 1,auc.train,0.924474333333333,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,LP | 1,auc.train,0.924459666666667,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,QP | 1,auc.train,0.924499,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,LQP | 1,auc.train,0.924524666666667,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,L | 1.5,auc.train,0.924424333333333,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,Q | 1.5,auc.train,0.923289,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,P | 1.5,auc.train,0.901211666666667,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,LQ | 1.5,auc.train,0.924474,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,LP | 1.5,auc.train,0.924480666666667,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,QP | 1.5,auc.train,0.924514666666667,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,LQP | 1.5,auc.train,0.924525,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,L | 2,auc.train,0.924345,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,Q | 2,auc.train,0.923196,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,P | 2,auc.train,0.891795333333333,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,LQ | 2,auc.train,0.924395,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,LP | 2,auc.train,0.924422666666667,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,QP | 2,auc.train,0.924452666666667,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,LQP | 2,auc.train,0.924491333333333,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,L | 2.5,auc.train,0.924276,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,Q | 2.5,auc.train,0.923038,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,P | 2.5,auc.train,0.882053,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,LQ | 2.5,auc.train,0.924312333333333,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,LP | 2.5,auc.train,0.924342333333333,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,QP | 2.5,auc.train,0.924352333333333,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,LQP | 2.5,auc.train,0.92437,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,L | 3,auc.train,0.924196,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,Q | 3,auc.train,0.923023333333333,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,P | 3,auc.train,0.872801333333333,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,LQ | 3,auc.train,0.924233333333333,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,LP | 3,auc.train,0.924280333333333,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,QP | 3,auc.train,0.924269666666667,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,LQP | 3,auc.train,0.924312333333333,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,L | 1,auc.val.avg,0.854018832151061,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,Q | 1,auc.val.avg,0.852552906883435,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,P | 1,auc.val.avg,0.850999866386664,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,LQ | 1,auc.val.avg,0.853807628431458,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,LP | 1,auc.val.avg,0.85402570488701,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,QP | 1,auc.val.avg,0.853779503189136,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,LQP | 1,auc.val.avg,0.853945212764722,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,L | 1.5,auc.val.avg,0.854119290330748,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,Q | 1.5,auc.val.avg,0.852725356732779,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,P | 1.5,auc.val.avg,0.841553859101457,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,LQ | 1.5,auc.val.avg,0.853829936935672,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,LP | 1.5,auc.val.avg,0.854170550017646,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,QP | 1.5,auc.val.avg,0.853745936432688,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,LQP | 1.5,auc.val.avg,0.853968318989283,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,L | 2,auc.val.avg,0.85434227264706,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,Q | 2,auc.val.avg,0.852707366177253,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,P | 2,auc.val.avg,0.821391855326991,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,LQ | 2,auc.val.avg,0.854045027128273,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,LP | 2,auc.val.avg,0.854476658278072,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,QP | 2,auc.val.avg,0.853939937960181,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,LQP | 2,auc.val.avg,0.854160007406946,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,L | 2.5,auc.val.avg,0.854253363530161,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,Q | 2.5,auc.val.avg,0.852732496555485,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,P | 2.5,auc.val.avg,0.792430179584225,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,LQ | 2.5,auc.val.avg,0.854195767633501,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,LP | 2.5,auc.val.avg,0.85442467707718,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,QP | 2.5,auc.val.avg,0.854283463223355,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,LQP | 2.5,auc.val.avg,0.854514257058524,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,L | 3,auc.val.avg,0.854603906535869,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,Q | 3,auc.val.avg,0.853130813643859,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,P | 3,auc.val.avg,0.765996775806525,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,LQ | 3,auc.val.avg,0.854416626546419,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,LP | 3,auc.val.avg,0.854652891707494,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,QP | 3,auc.val.avg,0.854240563280837,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,LQP | 3,auc.val.avg,0.854358052935138,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,L | 1,auc.diff.avg,0.0616621197351637,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,Q | 1,auc.diff.avg,0.061558077428105,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,P | 1,auc.diff.avg,0.0512038693523321,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,LQ | 1,auc.diff.avg,0.0621067308123973,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,LP | 1,auc.diff.avg,0.0617388421535769,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,QP | 1,auc.diff.avg,0.0622567370222034,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,LQP | 1,auc.diff.avg,0.0621013865955903,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,L | 1.5,auc.diff.avg,0.0615225139935741,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,Q | 1.5,auc.diff.avg,0.0614072095733397,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,P | 1.5,auc.diff.avg,0.05297117247314,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,LQ | 1.5,auc.diff.avg,0.0618604251790506,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,LP | 1.5,auc.diff.avg,0.0615300945113542,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,QP | 1.5,auc.diff.avg,0.0619960553830007,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,LQP | 1.5,auc.diff.avg,0.0618104095747899,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,L | 2,auc.diff.avg,0.0612095475615894,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,Q | 2,auc.diff.avg,0.0613650140629698,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,P | 2,auc.diff.avg,0.0652783815798375,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,LQ | 2,auc.diff.avg,0.0615783630964335,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,LP | 2,auc.diff.avg,0.0611840792060504,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,QP | 2,auc.diff.avg,0.0617469328207724,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,LQP | 2,auc.diff.avg,0.0615429134471795,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,L | 2.5,auc.diff.avg,0.0611995561871233,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,Q | 2.5,auc.diff.avg,0.0612432535046799,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,P | 2.5,auc.diff.avg,0.0854975083842412,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,LQ | 2.5,auc.diff.avg,0.0612908367281381,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,LP | 2.5,auc.diff.avg,0.061130243089363,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,QP | 2.5,auc.diff.avg,0.061289149410294,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,LQP | 2.5,auc.diff.avg,0.0610829141970875,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,L | 3,auc.diff.avg,0.0607542791630456,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,Q | 3,auc.diff.avg,0.0608208851541949,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,P | 3,auc.diff.avg,0.101598684221318,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,LQ | 3,auc.diff.avg,0.0609570780412558,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,LP | 3,auc.diff.avg,0.0607883568524721,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,QP | 3,auc.diff.avg,0.0612224262797462,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,LQP | 3,auc.diff.avg,0.0611239989334471,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,L | 1,cbi.val.avg,0.3135,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,Q | 1,cbi.val.avg,0.329,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,P | 1,cbi.val.avg,0.8695,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,LQ | 1,cbi.val.avg,0.32275,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,LP | 1,cbi.val.avg,0.325,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,QP | 1,cbi.val.avg,0.3555,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,LQP | 1,cbi.val.avg,0.302,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,L | 1.5,cbi.val.avg,0.3465,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,Q | 1.5,cbi.val.avg,0.30075,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,P | 1.5,cbi.val.avg,0.9055,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,LQ | 1.5,cbi.val.avg,0.29525,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,LP | 1.5,cbi.val.avg,0.29225,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,QP | 1.5,cbi.val.avg,0.293,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,LQP | 1.5,cbi.val.avg,0.293,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,L | 2,cbi.val.avg,0.305,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,Q | 2,cbi.val.avg,0.3115,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,P | 2,cbi.val.avg,0.852,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,LQ | 2,cbi.val.avg,0.309,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,LP | 2,cbi.val.avg,0.3125,teaching_simulation
dispersalENM,virtual species spatial block tuning,maxnet,QP | 2,cbi.val.avg,0.295,teaching_simulation
